H,V,C,x,y,Y
2.5YR,0.2,2,0.679,0.29,0.237
2.5YR,0.2,4,0.843,0.245,0.237
2.5YR,0.4,2,0.534,0.324,0.467
2.5YR,0.4,4,0.665,0.298,0.467
2.5YR,0.4,6,0.755,0.27,0.467
2.5YR,0.4,8,0.844,0.241,0.467
2.5YR,0.6,2,0.474,0.332,0.699
2.5YR,0.6,4,0.603,0.322,0.699
2.5YR,0.6,6,0.693,0.303,0.699
2.5YR,0.6,8,0.787,0.282,0.699
2.5YR,0.6,10,0.846,0.266,0.699
2.5YR,0.8,2,0.445,0.333,0.943
2.5YR,0.8,4,0.558,0.33,0.943
2.5YR,0.8,6,0.637,0.32,0.943
2.5YR,0.8,8,0.715,0.306,0.943
2.5YR,0.8,10,0.802,0.288,0.943
2.5YR,0.8,12,0.875,0.273,0.943
2.5YR,1,2,0.4258,0.3344,1.21
2.5YR,1,4,0.5311,0.3371,1.21
2.5YR,1,6,0.6048,0.327,1.21
2.5YR,1,8,0.6721,0.3058,1.21
2.5YR,1,10,0.727,0.279,1.21
2.5YR,1,12,0.778,0.248,1.21
2.5YR,2,2,0.3852,0.3365,3.126
2.5YR,2,4,0.4598,0.3508,3.126
2.5YR,2,6,0.528,0.3581,3.126
2.5YR,2,8,0.5995,0.359,3.126
2.5YR,2,10,0.659,0.35,3.126
2.5YR,2,12,0.718,0.34,3.126
2.5YR,2,14,0.779,0.323,3.126
2.5YR,2,16,0.824,0.309,3.126
2.5YR,3,2,0.3757,0.3391,6.55
2.5YR,3,4,0.436,0.3563,6.55
2.5YR,3,6,0.4954,0.3692,6.55
2.5YR,3,8,0.5475,0.3771,6.55
2.5YR,3,10,0.5941,0.3818,6.55
2.5YR,3,12,0.637,0.381,6.55
2.5YR,3,14,0.674,0.379,6.55
2.5YR,3,16,0.708,0.374,6.55
2.5YR,4,2,0.3624,0.3367,12
2.5YR,4,4,0.4141,0.3539,12
2.5YR,4,6,0.4612,0.3674,12
2.5YR,4,8,0.5071,0.3777,12
2.5YR,4,10,0.5475,0.3856,12
2.5YR,4,12,0.5809,0.391,12
2.5YR,4,14,0.614,0.396,12
2.5YR,4,16,0.639,0.4,12
2.5YR,4,18,0.669,0.404,12
2.5YR,5,2,0.3506,0.3337,19.77
2.5YR,5,4,0.3925,0.3494,19.77
2.5YR,5,6,0.4365,0.364,19.77
2.5YR,5,8,0.4795,0.3758,19.77
2.5YR,5,10,0.5175,0.3844,19.77
2.5YR,5,12,0.5482,0.3909,19.77
2.5YR,5,14,0.5731,0.3953,19.77
2.5YR,5,16,0.5933,0.3989,19.77
2.5YR,5,18,0.617,0.402,19.77
2.5YR,5,20,0.636,0.406,19.77
2.5YR,6,2,0.3453,0.3321,30.03
2.5YR,6,4,0.3806,0.3467,30.03
2.5YR,6,6,0.418,0.36,30.03
2.5YR,6,8,0.4533,0.3708,30.03
2.5YR,6,10,0.4891,0.3806,30.03
2.5YR,6,12,0.5215,0.3887,30.03
2.5YR,6,14,0.5488,0.3947,30.03
2.5YR,6,16,0.5698,0.399,30.03
2.5YR,6,18,0.5879,0.4021,30.03
2.5YR,6,20,0.604,0.403,30.03
2.5YR,6,22,0.614,0.406,30.03
2.5YR,7,2,0.3392,0.3298,43.06
2.5YR,7,4,0.3715,0.3439,43.06
2.5YR,7,6,0.4053,0.357,43.06
2.5YR,7,8,0.4371,0.3679,43.06
2.5YR,7,10,0.4671,0.3768,43.06
2.5YR,7,12,0.5001,0.3861,43.06
2.5YR,7,14,0.5297,0.3938,43.06
2.5YR,7,16,0.5522,0.3989,43.06
2.5YR,7,18,0.5695,0.4024,43.06
2.5YR,7,20,0.5824,0.4046,43.06
2.5YR,7,22,0.594,0.407,43.06
2.5YR,7,24,0.602,0.409,43.06
2.5YR,8,2,0.3334,0.3276,59.1
2.5YR,8,4,0.3667,0.3429,59.1
2.5YR,8,6,0.396,0.3547,59.1
2.5YR,8,8,0.4275,0.3662,59.1
2.5YR,8,10,0.4552,0.3761,59.1
2.5YR,8,12,0.4852,0.3847,59.1
2.5YR,8,14,0.513,0.391,59.1
2.5YR,8,16,0.533,0.396,59.1
2.5YR,8,18,0.551,0.399,59.1
2.5YR,8,20,0.566,0.402,59.1
2.5YR,8,22,0.58,0.403,59.1
2.5YR,8,24,0.592,0.404,59.1
2.5YR,8,26,0.602,0.405,59.1
2.5YR,9,2,0.332,0.3273,78.66
2.5YR,9,4,0.3641,0.3422,78.66
2.5YR,9,6,0.3927,0.355,78.66
2.5YR,9,8,0.422,0.365,78.66
2.5YR,9,10,0.446,0.373,78.66
2.5YR,9,12,0.469,0.38,78.66
2.5YR,9,14,0.492,0.387,78.66
2.5YR,9,16,0.513,0.392,78.66
2.5YR,9,18,0.532,0.396,78.66
2.5YR,10,2,0.334,0.329,102.57
2.5YR,10,4,0.362,0.342,102.57
2.5YR,10,6,0.389,0.354,102.57
2.5YR,10,8,0.415,0.363,102.57
5YR,0.2,2,0.837,0.375,0.237
5YR,0.2,4,1.174,0.355,0.237
5YR,0.4,2,0.585,0.367,0.467
5YR,0.4,4,0.775,0.362,0.467
5YR,0.4,6,0.889,0.344,0.467
5YR,0.6,2,0.505,0.367,0.699
5YR,0.6,4,0.673,0.371,0.699
5YR,0.6,6,0.805,0.362,0.699
5YR,0.6,8,0.93,0.347,0.699
5YR,0.8,2,0.463,0.361,0.943
5YR,0.8,4,0.612,0.376,0.943
5YR,0.8,6,0.721,0.376,0.943
5YR,0.8,8,0.826,0.372,0.943
5YR,1,2,0.4377,0.358,1.21
5YR,1,4,0.566,0.3795,1.21
5YR,1,6,0.656,0.384,1.21
5YR,1,8,0.736,0.385,1.21
5YR,1,10,0.829,0.385,1.21
5YR,2,2,0.388,0.3476,3.126
5YR,2,4,0.4674,0.3738,3.126
5YR,2,6,0.5426,0.3925,3.126
5YR,2,8,0.62,0.406,3.126
5YR,2,10,0.684,0.415,3.126
5YR,3,2,0.3771,0.3476,6.55
5YR,3,4,0.4376,0.3715,6.55
5YR,3,6,0.4966,0.3908,6.55
5YR,3,8,0.5456,0.404,6.55
5YR,3,10,0.59,0.414,6.55
5YR,3,12,0.629,0.423,6.55
5YR,4,2,0.3651,0.3442,12
5YR,4,4,0.4187,0.3679,12
5YR,4,6,0.4651,0.3859,12
5YR,4,8,0.507,0.3994,12
5YR,4,10,0.5432,0.4097,12
5YR,4,12,0.5729,0.4169,12
5YR,4,14,0.603,0.423,12
5YR,5,2,0.353,0.3395,19.77
5YR,5,4,0.3968,0.3614,19.77
5YR,5,6,0.442,0.3808,19.77
5YR,5,8,0.483,0.396,19.77
5YR,5,10,0.5161,0.4064,19.77
5YR,5,12,0.5422,0.4141,19.77
5YR,5,14,0.5642,0.4201,19.77
5YR,5,16,0.584,0.425,19.77
5YR,5,18,0.601,0.429,19.77
5YR,6,2,0.3474,0.3373,30.03
5YR,6,4,0.384,0.3564,30.03
5YR,6,6,0.4229,0.375,30.03
5YR,6,8,0.4592,0.39,30.03
5YR,6,10,0.4921,0.4022,30.03
5YR,6,12,0.5199,0.4119,30.03
5YR,6,14,0.5423,0.4188,30.03
5YR,6,16,0.5597,0.4239,30.03
5YR,6,18,0.5715,0.427,30.03
5YR,6,20,0.585,0.431,30.03
5YR,7,2,0.3421,0.3349,43.06
5YR,7,4,0.375,0.353,43.06
5YR,7,6,0.4091,0.3701,43.06
5YR,7,8,0.4402,0.3842,43.06
5YR,7,10,0.4711,0.3972,43.06
5YR,7,12,0.5007,0.4081,43.06
5YR,7,14,0.5252,0.4168,43.06
5YR,7,16,0.5437,0.4228,43.06
5YR,7,18,0.5564,0.4267,43.06
5YR,7,20,0.5657,0.4298,43.06
5YR,7,22,0.575,0.434,43.06
5YR,8,2,0.3373,0.333,59.1
5YR,8,4,0.369,0.351,59.1
5YR,8,6,0.3988,0.3663,59.1
5YR,8,8,0.431,0.382,59.1
5YR,8,10,0.4576,0.3938,59.1
5YR,8,12,0.4849,0.405,59.1
5YR,8,14,0.5088,0.4145,59.1
5YR,8,16,0.53,0.421,59.1
5YR,8,18,0.542,0.425,59.1
5YR,8,20,0.553,0.427,59.1
5YR,8,22,0.561,0.431,59.1
5YR,8,24,0.571,0.433,59.1
5YR,8,26,0.578,0.435,59.1
5YR,9,2,0.3353,0.3325,78.66
5YR,9,4,0.3668,0.3509,78.66
5YR,9,6,0.3948,0.3659,78.66
5YR,9,8,0.422,0.379,78.66
5YR,9,10,0.448,0.39,78.66
5YR,9,12,0.47,0.4,78.66
5YR,9,14,0.491,0.408,78.66
5YR,9,16,0.51,0.416,78.66
5YR,9,18,0.525,0.421,78.66
5YR,9,20,0.541,0.426,78.66
5YR,9,22,0.55,0.43,78.66
5YR,9,24,0.559,0.433,78.66
5YR,9,26,0.567,0.435,78.66
5YR,10,2,0.336,0.333,102.57
5YR,10,4,0.364,0.35,102.57
5YR,10,6,0.391,0.365,102.57
5YR,10,8,0.416,0.378,102.57
5YR,10,10,0.44,0.388,102.57
7.5YR,0.2,2,1,0.48,0.237
7.5YR,0.4,2,0.638,0.42,0.467
7.5YR,0.4,4,0.908,0.452,0.467
7.5YR,0.6,2,0.526,0.397,0.699
7.5YR,0.6,4,0.764,0.441,0.699
7.5YR,0.8,2,0.475,0.386,0.943
7.5YR,0.8,4,0.663,0.43,0.943
7.5YR,0.8,6,0.817,0.45,0.943
7.5YR,1,2,0.443,0.3775,1.21
7.5YR,1,4,0.585,0.422,1.21
7.5YR,1,6,0.685,0.442,1.21
7.5YR,2,2,0.3889,0.359,3.126
7.5YR,2,4,0.469,0.3964,3.126
7.5YR,2,6,0.5475,0.4271,3.126
7.5YR,2,8,0.62,0.456,3.126
7.5YR,3,2,0.3771,0.3549,6.55
7.5YR,3,4,0.4378,0.3865,6.55
7.5YR,3,6,0.493,0.4116,6.55
7.5YR,3,8,0.539,0.4306,6.55
7.5YR,3,10,0.581,0.448,6.55
7.5YR,4,2,0.3662,0.3504,12
7.5YR,4,4,0.4208,0.3809,12
7.5YR,4,6,0.4655,0.4029,12
7.5YR,4,8,0.5038,0.4204,12
7.5YR,4,10,0.5356,0.4342,12
7.5YR,4,12,0.559,0.445,12
7.5YR,4,14,0.587,0.456,12
7.5YR,5,2,0.354,0.3445,19.77
7.5YR,5,4,0.3991,0.3714,19.77
7.5YR,5,6,0.444,0.3954,19.77
7.5YR,5,8,0.482,0.4141,19.77
7.5YR,5,10,0.5108,0.4276,19.77
7.5YR,5,12,0.5335,0.4378,19.77
7.5YR,5,14,0.5506,0.445,19.77
7.5YR,5,16,0.568,0.453,19.77
7.5YR,6,2,0.3487,0.3421,30.03
7.5YR,6,4,0.386,0.3652,30.03
7.5YR,6,6,0.4242,0.3876,30.03
7.5YR,6,8,0.4596,0.4064,30.03
7.5YR,6,10,0.4904,0.422,30.03
7.5YR,6,12,0.5145,0.4331,30.03
7.5YR,6,14,0.532,0.4412,30.03
7.5YR,6,16,0.5468,0.4478,30.03
7.5YR,6,18,0.555,0.452,30.03
7.5YR,6,20,0.564,0.455,30.03
7.5YR,7,2,0.3437,0.3397,43.06
7.5YR,7,4,0.3772,0.3613,43.06
7.5YR,7,6,0.4107,0.382,43.06
7.5YR,7,8,0.4415,0.3996,43.06
7.5YR,7,10,0.4704,0.4151,43.06
7.5YR,7,12,0.497,0.4282,43.06
7.5YR,7,14,0.5174,0.4381,43.06
7.5YR,7,16,0.5319,0.4449,43.06
7.5YR,7,18,0.5417,0.4492,43.06
7.5YR,7,20,0.548,0.453,43.06
7.5YR,7,22,0.556,0.456,43.06
7.5YR,8,2,0.3395,0.3379,59.1
7.5YR,8,4,0.3699,0.3586,59.1
7.5YR,8,6,0.4,0.377,59.1
7.5YR,8,8,0.4306,0.3952,59.1
7.5YR,8,10,0.4568,0.41,59.1
7.5YR,8,12,0.4816,0.4232,59.1
7.5YR,8,14,0.5025,0.4338,59.1
7.5YR,8,16,0.5195,0.4424,59.1
7.5YR,8,18,0.5316,0.448,59.1
7.5YR,8,20,0.5391,0.4518,59.1
7.5YR,8,22,0.546,0.454,59.1
7.5YR,8,24,0.553,0.458,59.1
7.5YR,9,2,0.338,0.3377,78.66
7.5YR,9,4,0.3679,0.3585,78.66
7.5YR,9,6,0.395,0.3763,78.66
7.5YR,9,8,0.422,0.393,78.66
7.5YR,9,10,0.447,0.407,78.66
7.5YR,9,12,0.468,0.418,78.66
7.5YR,9,14,0.486,0.428,78.66
7.5YR,9,16,0.503,0.436,78.66
7.5YR,9,18,0.517,0.444,78.66
7.5YR,9,20,0.529,0.45,78.66
7.5YR,9,22,0.537,0.454,78.66
7.5YR,9,24,0.545,0.459,78.66
7.5YR,9,26,0.553,0.463,78.66
7.5YR,10,2,0.337,0.338,102.57
7.5YR,10,4,0.366,0.357,102.57
7.5YR,10,6,0.391,0.375,102.57
7.5YR,10,8,0.415,0.391,102.57
7.5YR,10,10,0.439,0.405,102.57
7.5YR,10,12,0.455,0.416,102.57
10YR,0.2,2,1.29,0.74,0.237
10YR,0.4,2,0.698,0.499,0.467
10YR,0.6,2,0.551,0.444,0.699
10YR,0.6,4,0.899,0.587,0.699
10YR,0.8,2,0.481,0.411,0.943
10YR,0.8,4,0.749,0.534,0.943
10YR,1,2,0.4446,0.3982,1.21
10YR,1,4,0.591,0.464,1.21
10YR,2,2,0.3872,0.3688,3.126
10YR,2,4,0.4676,0.4168,3.126
10YR,2,6,0.545,0.458,3.126
10YR,2,8,0.612,0.493,3.126
10YR,3,2,0.3747,0.363,6.55
10YR,3,4,0.4341,0.4018,6.55
10YR,3,6,0.4872,0.4326,6.55
10YR,3,8,0.5305,0.4559,6.55
10YR,3,10,0.572,0.475,6.55
10YR,4,2,0.366,0.359,12
10YR,4,4,0.4189,0.3948,12
10YR,4,6,0.4618,0.4213,12
10YR,4,8,0.4965,0.4414,12
10YR,4,10,0.525,0.4573,12
10YR,4,12,0.545,0.468,12
10YR,5,2,0.3546,0.3514,19.77
10YR,5,4,0.3995,0.384,19.77
10YR,5,6,0.4428,0.4128,19.77
10YR,5,8,0.477,0.4338,19.77
10YR,5,10,0.5025,0.4489,19.77
10YR,5,12,0.5211,0.46,19.77
10YR,5,14,0.539,0.468,19.77
10YR,5,16,0.552,0.477,19.77
10YR,6,2,0.3491,0.3483,30.03
10YR,6,4,0.3861,0.3767,30.03
10YR,6,6,0.424,0.403,30.03
10YR,6,8,0.457,0.4249,30.03
10YR,6,10,0.4843,0.4416,30.03
10YR,6,12,0.505,0.4536,30.03
10YR,6,14,0.52,0.4623,30.03
10YR,6,16,0.531,0.469,30.03
10YR,6,18,0.539,0.472,30.03
10YR,7,2,0.3443,0.3454,43.06
10YR,7,4,0.3778,0.3719,43.06
10YR,7,6,0.4102,0.396,43.06
10YR,7,8,0.4399,0.4164,43.06
10YR,7,10,0.4667,0.4335,43.06
10YR,7,12,0.49,0.448,43.06
10YR,7,14,0.5074,0.4581,43.06
10YR,7,16,0.5188,0.465,43.06
10YR,7,18,0.5276,0.47,43.06
10YR,7,20,0.532,0.474,43.06
10YR,8,2,0.3407,0.3434,59.1
10YR,8,4,0.3701,0.3674,59.1
10YR,8,6,0.3994,0.3896,59.1
10YR,8,8,0.428,0.4102,59.1
10YR,8,10,0.4527,0.4268,59.1
10YR,8,12,0.4753,0.4414,59.1
10YR,8,14,0.494,0.453,59.1
10YR,8,16,0.5079,0.4613,59.1
10YR,8,18,0.5179,0.467,59.1
10YR,8,20,0.5245,0.4709,59.1
10YR,8,22,0.53,0.474,59.1
10YR,9,2,0.3392,0.343,78.66
10YR,9,4,0.3677,0.3668,78.66
10YR,9,6,0.3941,0.3877,78.66
10YR,9,8,0.4199,0.4069,78.66
10YR,9,10,0.444,0.424,78.66
10YR,9,12,0.463,0.436,78.66
10YR,9,14,0.48,0.447,78.66
10YR,9,16,0.495,0.455,78.66
10YR,9,18,0.506,0.462,78.66
10YR,9,20,0.516,0.468,78.66
10YR,9,22,0.524,0.473,78.66
10YR,9,24,0.532,0.478,78.66
10YR,10,2,0.338,0.343,102.57
10YR,10,4,0.366,0.367,102.57
10YR,10,6,0.389,0.385,102.57
10YR,10,8,0.412,0.402,102.57
10YR,10,10,0.435,0.42,102.57
10YR,10,12,0.452,0.431,102.57
10YR,10,14,0.467,0.442,102.57
10YR,10,16,0.483,0.453,102.57
